#,Text,Gloss,NpyFilesRoot
1173,how long do you expect the procedure will take?,"PROCEDURE LONG TAKE, EXPECT HOW LONG?","/PROCEDURE LONG TAKE, EXPECT HOW LONG?/*.npy"
1174,how long do you experience these symptoms?,SYMPTOMS LONG HOW EXPERIENCE YOU?,/SYMPTOMS LONG HOW EXPERIENCE YOU?/*.npy
1175,how long does the pain last usually?,PAIN LAST HOW LONG USUALLY?,/PAIN LAST HOW LONG USUALLY?/*.npy
1176,how long does the pain usually last?,PAIN LAST HOW LONG USUALLY?,/PAIN LAST HOW LONG USUALLY?/*.npy
1177,how long have you been experiencing these symptoms?,SYMPTOMS LONG HOW EXPERIENCE YOU?,/SYMPTOMS LONG HOW EXPERIENCE YOU?/*.npy
1178,how long have you been feeling fatigued?,LONG YOU FEEL FATIGUE?,/LONG YOU FEEL FATIGUE?/*.npy
1179,How long have you been feeling this way?,"FEEL THIS WAY, HOW LONG YOU?","/FEEL THIS WAY, HOW LONG YOU/*.npy"
1180,how long is the recovery process?,RECOVERY PROCESS LONG HOW?,/RECOVERY PROCESS LONG HOW?/*.npy
1181,how long is the usual waiting time?,WAIT TIME USUALLY HOW LONG?,/WAIT TIME USUALLY HOW LONG?/*.npy
1182,how long is the waiting time usually?,WAIT TIME USUALLY HOW LONG?,/WAIT TIME USUALLY HOW LONG?/*.npy
1183,how long will the recovery process be?,RECOVERY PROCESS LONG HOW?,/RECOVERY PROCESS LONG HOW?/*.npy
1184,How my lifestyle affect my condition?,LIFESTYLE CONDITION AFFECT HOW?,/LIFESTYLE CONDITION AFFECT HOW/*.npy
1185,How often are you checking your blood sugar levels?,BLOOD SUGAR LEVELS CHECK HOW OFTEN YOU?,/BLOOD SUGAR LEVELS CHECK HOW OFTEN YOU/*.npy
1186,How often are you experiencing these symptoms?,HOW OFTEN SYMPTOMS YOU EXPERIENCE?,/HOW OFTEN SYMPTOMS YOU EXPERIENCE?/*.npy
1187,How often are you taking your pain killer?,PAINKILLER TAKE HOW OFTEN YOU?,/PAINKILLER TAKE HOW OFTEN YOU/*.npy
1188,How often do you check the blood sugar levels?,BLOOD SUGAR LEVELS CHECK HOW OFTEN YOU?,/BLOOD SUGAR LEVELS CHECK HOW OFTEN YOU/*.npy
1189,How often do you need a prescription refill for the medication?,MEDICATION PRESCRIPTION REFILL HOW OFTEN NEED?,/MEDICATION PRESCRIPTION REFILL HOW OFTEN NEED?/*.npy
1190,how often do you need a prescription refill for this medication?,MEDICATION PRESCRIPTION REFILL HOW OFTEN NEED?,/MEDICATION PRESCRIPTION REFILL HOW OFTEN NEED?/*.npy
1191,How often do you take pain killer?,PAINKILLER TAKE HOW OFTEN YOU?,/PAINKILLER TAKE HOW OFTEN YOU/*.npy
1192,how often have you been experiencing these symptoms?,HOW OFTEN SYMPTOMS YOU EXPERIENCE?,/HOW OFTEN SYMPTOMS YOU EXPERIENCE?/*.npy
1193,How often I need to come for a check-up?,"CHECK-UP, HOW OFTEN COME SHOULD I?","/CHECK-UP, HOW OFTEN COME SHOULD I?/*.npy"
1194,How often should I come for follow-up appointments?,"FOLLOW-UP APPOINTMENTS, HOW OFTEN COME?","/FOLLOW-UP APPOINTMENTS, HOW OFTEN COME?/*.npy"
1195,how often should i come in for a check-up?,"CHECK-UP, HOW OFTEN COME SHOULD I?","/CHECK-UP, HOW OFTEN COME SHOULD I?/*.npy"
1196,how often should we come in for follow-up appointments?,"FOLLOW-UP APPOINTMENTS, HOW OFTEN COME?","/FOLLOW-UP APPOINTMENTS, HOW OFTEN COME?/*.npy"
1197,how quickly does this pain reliever work?,THIS PAIN RELIEVER WORK QUICK?,/THIS PAIN RELIEVER WORK QUICK?/*.npy
1198,how soon can i expect to see results from the treatment?,TREATMENT RESULTS SEE EXPECT WHEN?,/TREATMENT RESULTS SEE EXPECT WHEN?/*.npy
1199,How this treatment will improve my symptoms?,TREATMENT SYMPTOMS IMPROVE HOW?,/TREATMENT SYMPTOMS IMPROVE HOW/*.npy
1200,how to ensure they get the right nutrition for healing?,"RIGHT NUTRITION GET, HEALING FOR, ENSURE HOW?","/RIGHT NUTRITION GET, HEALING FOR, ENSURE HOW?/*.npy"
1201,How to make home safe for their recovery?,"HOME MAKE SAFE, RECOVERY FOR HOW?","/HOME MAKE SAFE, RECOVERY FOR HOW?/*.npy"
1202,How to make their home environment promot healing?,"HOME ENVIRONMENT, HEALING PROMOTE, MAKE HOW?","/HOME ENVIRONMENT, HEALING PROMOTE, MAKE HOW?/*.npy"
1203,How to manage my medication while traveling?,"MEDICATION MANAGE HOW, TRAVEL WHILE","/MEDICATION MANAGE HOW, TRAVEL WHILE/*.npy"
1204,how to schedule my next appointment?,NEXT APPOINTMENT SCHEDULE HOW?,/NEXT APPOINTMENT SCHEDULE HOW?/*.npy
1205,How to use this medical equipment?,"MEDICAL EQUIPMENT THIS, USE HOW?","/MEDICAL EQUIPMENT THIS, USE HOW?/*.npy"
1206,how well are you dealing with the stress related to your health condition?,HEALTH STRESS DEAL WELL HOW?,/HEALTH STRESS DEAL WELL HOW?/*.npy
1207,How well are you dealing with the stress related to your health?,HEALTH STRESS DEAL WELL HOW?,/HEALTH STRESS DEAL WELL HOW?/*.npy
1208,How will the treatment improve my symptoms?,TREATMENT SYMPTOMS IMPROVE HOW?,/TREATMENT SYMPTOMS IMPROVE HOW/*.npy
1209,how will this condition affect my lifestyle?,"CONDITION THIS, MY LIFESTYLE AFFECT HOW?","/CONDITION THIS, MY LIFESTYLE AFFECT HOW?/*.npy"
1210,How will this condition impact my lifestyle?,"CONDITION THIS, MY LIFESTYLE AFFECT HOW?","/CONDITION THIS, MY LIFESTYLE AFFECT HOW?/*.npy"
1211,How would you describe your current stress levels?,STRESS LEVEL CURRENT DESCRIBE HOW?,/STRESS LEVEL CURRENT DESCRIBE HOW/*.npy
1212,How would you rate your energy levels on a typical day?,ENERGY LEVELS DAY TYPICAL RATE HOW?,/ENERGY LEVELS DAY TYPICAL RATE HOW/*.npy
1213,How you’d like your home care handled?,HOME CARE HANDLE HOW YOU WANT?,/HOME CARE HANDLE HOW YOU WANT/*.npy
1214,I always feel very cold. Can that be a symptom?,"FEEL VERY COLD ALWAYS I, SYMPTOM CAN THAT?","/FEEL VERY COLD ALWAYS I, SYMPTOM CAN THAT/*.npy"
1215,I am allergic to some medications,SOME MEDICINES ALLERGIC I,/SOME MEDICINES ALLERGIC I/*.npy
1216,I am experiencing numb hands and feet,"HANDS FEET, NUMBNESS EXPERIENCE I","/HANDS FEET, NUMBNESS EXPERIENCE I/*.npy"
1217,i am here to answer any questions you might have,ANY QUESTIONS HAVE? HERE-me TO ANSWER,/ANY QUESTIONS HAVE? HERE-me TO ANSWER/*.npy
1218,I am here to support their care. What do I need to know?,"ASSIST THEIR CARE, KNOW NEED WHAT?","/ASSIST THEIR CARE, KNOW NEED WHAT?/*.npy"
1219,I am interested to learn about preventive measures for their condition,"PREVENTIVE MEASURES, CONDITION THEIR, LEARN ABOUT INTERESTED","/PREVENTIVE MEASURES, CONDITION THEIR, LEARN ABOUT INTERESTED/*.npy"
1220,I am looking for advice on balancing caregiving responsibilities,"CAREGIVING RESPONSIBILITIES, BALANCE ADVICE LOOK FOR","/CAREGIVING RESPONSIBILITIES, BALANCE ADVICE LOOK FOR/*.npy"
1221,I am looking for guidance on how to reduce their risk of falling,"FALLS RISK REDUCE, GUIDANCE LOOK FOR","/FALLS RISK REDUCE, GUIDANCE LOOK FOR/*.npy"
1222,I am not sure i understand my treatment plan,"TREATMENT PLAN MY, UNDERSTAND NOT SURE I","/TREATMENT PLAN MY, UNDERSTAND NOT SURE I/*.npy"
1223,i am your nurse for today,ME NURSE TODAY FOR-YOU,/ME NURSE TODAY FOR-YOU/*.npy
1224,I am your nurse today,ME NURSE TODAY FOR-YOU,/ME NURSE TODAY FOR-YOU/*.npy
1225,I don’t feel relief from the current treatment,"TREATMENT CURRENT, RELIEF NONE FEEL I","/TREATMENT CURRENT, RELIEF NONE FEEL I/*.npy"
1226,I don’t understand my diagnosis,MY DIAGNOSIS UNDERSTAND NOT I,/MY DIAGNOSIS UNDERSTAND NOT I/*.npy
1227,I experience a lot of stress can you recommend support?,"STRESS LOT EXPERIENCE I, SUPPORT RECOMMEND CAN?","/STRESS LOT EXPERIENCE I, SUPPORT RECOMMEND CAN?/*.npy"
1228,I experience appetite changes,APPETITE CHANGES EXPERIENCE I,/APPETITE CHANGES EXPERIENCE I/*.npy
1229,i experience some side effects,SOME SIDE EFFECTS EXPERIENCE I,/SOME SIDE EFFECTS EXPERIENCE I/*.npy
1230,I experience tingling in my hands. What is the cause?,"HANDS TINGLING EXPERIENCE I, CAUSE WHAT?","/HANDS TINGLING EXPERIENCE I, CAUSE WHAT/*.npy"
1231,i feel anxious about the upcoming surgery,"UPCOMING SURGERY, ANXIOUS FEEL I","/UPCOMING SURGERY, ANXIOUS FEEL I/*.npy"
1232,I feel better since the last appointment,SINCE LAST APPOINTMENT FEEL BETTER I,/SINCE LAST APPOINTMENT FEEL BETTER I/*.npy
1233,I feel depressed. Are there resources to help?,"FEEL DEPRESSED I, RESOURCES AVAILABLE?","/FEEL DEPRESSED I, RESOURCES AVAILABLE?/*.npy"
1234,"i feel dizzy, can i lay down?","I FEEL DIZZY, LIE DOWN CAN I ?","/I FEEL DIZZY, LIE DOWN CAN I ?/*.npy"
1235,I feel issues with my feet; is that normal?,"BALANCE TROUBLE HAVE I, NORMAL?","/BALANCE TROUBLE HAVE I, NORMAL?/*.npy"
1236,i feel more tired than usual is it normal?,"USUAL MORE TIRED FEEL I, NORMAL?","/USUAL MORE TIRED FEEL I, NORMAL?/*.npy"
1237,I feel nauseous. Is it a side effect?,"FEEL NAUSEOUS, SIDE EFFECT?","/FEEL NAUSEOUS, SIDE EFFECT?/*.npy"
1238,I feel overwhelmed. Can I talk to a counselor?,"FEEL OVERWHELMED I, COUNSELOR TALK CAN?","/FEEL OVERWHELMED I, COUNSELOR TALK CAN?/*.npy"
1239,I feel overwhelmed. Can you recommend a counselor?,"FEEL OVERWHELMED I, COUNSELOR RECOMMEND CAN YOU?","/FEEL OVERWHELMED I, COUNSELOR RECOMMEND CAN YOU/*.npy"
1240,I feel very stressed. Can you help?,"FEEL VERY STRESSED I, HELP CAN YOU?","/FEEL VERY STRESSED I, HELP CAN YOU/*.npy"
1241,"i forgot how to use my inhaler, can you show me again?","INHALER USE FORGOT I, SHOW AGAIN CAN YOU?","/INHALER USE FORGOT I, SHOW AGAIN CAN YOU?/*.npy"
1242,I forgot how to use my inhaler. Can you show me again?,"INHALER USE FORGOT I, SHOW AGAIN CAN YOU?","/INHALER USE FORGOT I, SHOW AGAIN CAN YOU?/*.npy"
1243,"i forgot to take my medication yesterday, what should i do?","YESTERDAY FORGOT TAKE MEDICINE, DO WHAT I?","/YESTERDAY FORGOT TAKE MEDICINE, DO WHAT I?/*.npy"
1244,i have a question about my billing statement,"BILLING STATEMENT, QUESTION HAVE I","/BILLING STATEMENT, QUESTION HAVE I/*.npy"
1245,i have a question about the consent form for the procedure,"PROCEDURE CONSENT FORM, QUESTION HAVE I","/PROCEDURE CONSENT FORM, QUESTION HAVE I/*.npy"
1246,i have a question about the procedure consent,"PROCEDURE CONSENT FORM, QUESTION HAVE I","/PROCEDURE CONSENT FORM, QUESTION HAVE I/*.npy"
1247,I have a question regarding my billing statement,"BILLING STATEMENT, QUESTION HAVE I","/BILLING STATEMENT, QUESTION HAVE I/*.npy"
1248,I have a reaction to a medication i recently started,RECENT MEDICINE START REACTION I HAVE,/RECENT MEDICINE START REACTION I HAVE/*.npy
1249,I have a reaction to something what should i do?,"REACTION SOMETHING TO, WHAT DO SHOULD I?","/REACTION SOMETHING TO, WHAT DO SHOULD I?/*.npy"
1250,i have a sharp pain,SHARP PAIN I HAVE,/SHARP PAIN I HAVE/*.npy
1251,i have an appointment today,I HAVE APPOINTMENT TODAY,/I HAVE APPOINTMENT TODAY/*.npy
1252,I have difficulty hearing,HEARING DIFFICULTY HAVE I,/HEARING DIFFICULTY HAVE I/*.npy
1253,I have difficulty in swallowing. What to do?,"SWALLOWING DIFFICULTY HAVE I, DO WHAT?","/SWALLOWING DIFFICULTY HAVE I, DO WHAT/*.npy"
1254,I have dry skin. What could be causing it?,"SKIN DRY HAVE I, CAUSE WHAT?","/SKIN DRY HAVE I, CAUSE WHAT/*.npy"
1255,I have hair loss. What could be causing it?,"HAIR LOSS HAVE I, CAUSE WHAT?","/HAIR LOSS HAVE I, CAUSE WHAT/*.npy"
1256,I have new symptoms,NEW SYMPTOMS HAVE I,/NEW SYMPTOMS HAVE I/*.npy
1257,I have numbness in my feet,FEET NUMBNESS HAVE I,/FEET NUMBNESS HAVE I/*.npy
1258,I have pain for a week now,PAIN HAVE I ONE WEEK NOW,/PAIN HAVE I ONE WEEK NOW/*.npy
1259,i have pain that is sharp,SHARP PAIN I HAVE,/SHARP PAIN I HAVE/*.npy
1260,I have side effects from my new medication,"NEW MEDICATION, SIDE EFFECTS HAVE I","/NEW MEDICATION, SIDE EFFECTS HAVE I/*.npy"
1261,I have trouble in sleeping. What do you recommend?,"SLEEP TROUBLE HAVE I, RECOMMEND WHAT?","/SLEEP TROUBLE HAVE I, RECOMMEND WHAT/*.npy"
1262,i have trouble sleeping can you help?,"SLEEP TROUBLE HAVE I, HELP CAN YOU?","/SLEEP TROUBLE HAVE I, HELP CAN YOU?/*.npy"
1263,I have trouble swallowing my pills what can i do?,"PILLS SWALLOW TROUBLE, WHAT DO CAN I?","/PILLS SWALLOW TROUBLE, WHAT DO CAN I?/*.npy"
1264,I have trouble to keep track of my medications,MEDICATIONS TRACK TROUBLE HAVE I,/MEDICATIONS TRACK TROUBLE HAVE I/*.npy
1265,I have trouble to manage my blood pressure. What to do?,"BLOOD PRESSURE MANAGE TROUBLE HAVE I, DO WHAT?","/BLOOD PRESSURE MANAGE TROUBLE HAVE I, DO WHAT/*.npy"
1266,i have trouble with my vision is it caused by the medication?,"VISION TROUBLE HAVE I, MEDICATION CAUSE?","/VISION TROUBLE HAVE I, MEDICATION CAUSE?/*.npy"
1267,I must talk about my fears regarding my illness,"ILLNESS MY, FEARS ABOUT TALK NEED","/ILLNESS MY, FEARS ABOUT TALK NEED/*.npy"
1268,i need a recommendation for a home health aid,"HOME HEALTH AID, RECOMMENDATION NEED I","/HOME HEALTH AID, RECOMMENDATION NEED I/*.npy"
1269,I need a wheelchair,WHEELCHAIR NEED I,/WHEELCHAIR NEED I/*.npy
1270,i need advice on coping with chronic fatigue,"CHRONIC FATIGUE, COPING ADVICE NEED","/CHRONIC FATIGUE, COPING ADVICE NEED/*.npy"
1271,i need advice on managing my diabetes,"MANAGE DIABETES MY, ADVICE NEED I","/MANAGE DIABETES MY, ADVICE NEED I/*.npy"
1272,I need an advice on coping with chronic fatigue,"CHRONIC FATIGUE, COPING ADVICE NEED","/CHRONIC FATIGUE, COPING ADVICE NEED/*.npy"
1273,I need an advice on managing my diabetes,"MANAGE DIABETES MY, ADVICE NEED I","/MANAGE DIABETES MY, ADVICE NEED I/*.npy"
1274,I need an advice to make their daily life easier,"DAILY LIFE EASIER MAKE, ADVICE NEED","/DAILY LIFE EASIER MAKE, ADVICE NEED/*.npy"
1275,"i need an interpreter, does your clinic provide one?","INTERPRETER NEED I, YOUR CLINIC PROVIDE CAN?","/INTERPRETER NEED I, YOUR CLINIC PROVIDE CAN?/*.npy"
1276,I need an interpreter. Can your clinic provide one?,"INTERPRETER NEED I, YOUR CLINIC PROVIDE CAN?","/INTERPRETER NEED I, YOUR CLINIC PROVIDE CAN?/*.npy"
1277,i need assistance getting to my appointment,"APPOINTMENT, ASSISTANCE NEED I","/APPOINTMENT, ASSISTANCE NEED I/*.npy"
1278,I need guidance for how to use this inhaler,"INHALER THIS, USE HOW, GUIDANCE NEED I","/INHALER THIS, USE HOW, GUIDANCE NEED I/*.npy"
1279,i need guidance on how to use the medical equipment they'll need,"MEDICAL EQUIPMENT, USE HOW, GUIDANCE NEED","/MEDICAL EQUIPMENT, USE HOW, GUIDANCE NEED/*.npy"
1280,i need guidance on how to use this inhaler,"INHALER THIS, USE HOW, GUIDANCE NEED I","/INHALER THIS, USE HOW, GUIDANCE NEED I/*.npy"
1281,I need guidance on how to usie the equipment,"MEDICAL EQUIPMENT, USE HOW, GUIDANCE NEED","/MEDICAL EQUIPMENT, USE HOW, GUIDANCE NEED/*.npy"
1282,I need help getting for my appointment,"APPOINTMENT, ASSISTANCE NEED I","/APPOINTMENT, ASSISTANCE NEED I/*.npy"
1283,i need help to understand my test results,TEST RESULT UNDERSTAND HELP NEED I,/TEST RESULT UNDERSTAND HELP NEED I/*.npy
1284,i need help understanding my test results,TEST RESULT UNDERSTAND HELP NEED I,/TEST RESULT UNDERSTAND HELP NEED I/*.npy
1285,i need help with my breathing exercises,"BREATHING EXERCISE, HELP NEED I","/BREATHING EXERCISES, HELP NEED I/*.npy"
1286,i need help with wound care,WOUND CARE HELP NEED I,/WOUND CARE HELP NEED I/*.npy
1287,I need information about managing my heart condition,"HEART CONDITION, MANAGING INFORMATION NEED","/HEART CONDITION, MANAGING INFORMATION NEED/*.npy"
1288,i need information on managing my heart condition,"HEART CONDITION, MANAGING INFORMATION NEED","/HEART CONDITION, MANAGING INFORMATION NEED/*.npy"
1289,i need information on respite care options,"RESPITE CARE OPTIONS, INFORMATION NEED","/RESPITE CARE OPTIONS, INFORMATION NEED/*.npy"
1290,i need information on the option for the respite care,"RESPITE CARE OPTIONS, INFORMATION NEED","/RESPITE CARE OPTIONS, INFORMATION NEED/*.npy"
1291,I need recommendation for home health aid,"HOME HEALTH AID, RECOMMENDATION NEED I","/HOME HEALTH AID, RECOMMENDATION NEED I/*.npy"
1292,I need to discuss the smoking habits,SMOKING HABITS DISCUSS NEED,/SMOKING HABITS DISCUSS NEED/*.npy
1293,I need to evaluate the stroke risk,STROKE RISK EVALUATE NEED,/STROKE RISK EVALUATE NEED/*.npy
1294,i need to know more about post-surgery care at home,"POST-SURGERY CARE HOME, MORE KNOW NEED I","/POST-SURGERY CARE HOME, MORE KNOW NEED I/*.npy"
1295,i need to know more about post-surgery home care,"POST-SURGERY CARE HOME, MORE KNOW NEED I","/POST-SURGERY CARE HOME, MORE KNOW NEED I/*.npy"
1296,i need to know the stroke warning signs,"STROKE WARNING SIGNS, KNOW NEED I","/STROKE WARNING SIGNS, KNOW NEED I/*.npy"
1297,i need to know the warning signs of a stroke,"STROKE WARNING SIGNS, KNOW NEED I","/STROKE WARNING SIGNS, KNOW NEED I/*.npy"
1298,I need to monitor your blood pressure levels,BLOOD PRESSURE LEVELS MONITOR NEED,/BLOOD PRESSURE LEVELS MONITOR NEED/*.npy
1299,i need to talk about my fears regarding my illness,"ILLNESS MY, FEARS ABOUT TALK NEED","/ILLNESS MY, FEARS ABOUT TALK NEED/*.npy"
1300,I need to understand the chemotherapy side effects,"CHEMOTHERAPY SIDE EFFECTS, UNDERSTAND NEED","/CHEMOTHERAPY SIDE EFFECTS, UNDERSTAND NEED/*.npy"
1301,i need to understand the precautions for my autoimmune disease,"AUTOIMMUNE DISEASE, PRECAUTIONS UNDERSTAND NEED","/AUTOIMMUNE DISEASE, PRECAUTIONS UNDERSTAND NEED/*.npy"
1302,I need to understand the safety measures for my autoimmune disease,"AUTOIMMUNE DISEASE, PRECAUTIONS UNDERSTAND NEED","/AUTOIMMUNE DISEASE, PRECAUTIONS UNDERSTAND NEED/*.npy"
1303,i need to understand the side effects of chemotherapy,"CHEMOTHERAPY SIDE EFFECTS, UNDERSTAND NEED","/CHEMOTHERAPY SIDE EFFECTS, UNDERSTAND NEED/*.npy"
1304,I need to update my emergency contact details,"EMERGENCY CONTACT, UPDATE NEED I","/EMERGENCY CONTACT, UPDATE NEED I/*.npy"
1305,i need to update my emergency contact information,"EMERGENCY CONTACT, UPDATE NEED I","/EMERGENCY CONTACT, UPDATE NEED I/*.npy"
1306,I need to update the vaccination record when was your last vaccine?,VACCINE RECORD UPDATE NEED LAST VACCINE WHEN?,/VACCINE RECORD UPDATE NEED LAST VACCINE WHEN?/*.npy
1307,I need you to understand my surgery consent form,"SURGERY CONSENT FORM, UNDERSTAND HELP NEED I","/SURGERY CONSENT FORM, UNDERSTAND HELP NEED I/*.npy"
1308,I require help with my breathing exercises,"BREATHING EXERCISE, HELP NEED I","/BREATHING EXERCISES, HELP NEED I/*.npy"
1309,i specialize in pediatric care,I SPECIALIZE PEDIATRIC CARE,/I SPECIALIZE PEDIATRIC CARE/*.npy
1310,I struggle to follow my diet plan,DIET PLAN FOLLOW STRUGGLE HAVE I,/DIET PLAN FOLLOW STRUGGLE HAVE I/*.npy
1311,I want to be involved in the care planning,"CARE PLANNING, INVOLVED WANT","/CARE PLANNING, INVOLVED WANT/*.npy"
1312,i want to be involved in their care planning,"CARE PLANNING, INVOLVED WANT","/CARE PLANNING, INVOLVED WANT/*.npy"
1313,I want to be updated regularly on the treatment progress,"TREATMENT PROGRESS, UPDATED REGULARLY, WANT","/TREATMENT PROGRESS, UPDATED REGULARLY, WANT/*.npy"
1314,I want to do meditation. Can you guide me on how to start?,"MEDITATION DO WANT I, START GUIDE CAN YOU?","/MEDITATION DO WANT I, START GUIDE CAN YOU/*.npy"
1315,I want to do meditation. Can you guide me to start?,"MEDITATION DO WANT I, START GUIDE CAN YOU?","/MEDITATION DO WANT I, START GUIDE CAN YOU/*.npy"
1316,I want to do yoga. Is it safe?,"YOGA WANT I, SAFE IT?","/YOGA WANT I, SAFE IT/*.npy"
1317,I want to know how the condition might affect their future health,"CONDITION CURRENT THEIR, FUTURE HEALTH AFFECT HOW, KNOW WANT","/CONDITION CURRENT THEIR, FUTURE HEALTH AFFECT HOW, KNOW WANT/*.npy"
1318,I want to know how to handle their emotional ups and downs,"EMOTIONAL UPS DOWNS, HANDLE HOW, KNOW WANT","/EMOTIONAL UPS DOWNS, HANDLE HOW, KNOW WANT/*.npy"
1319,I want to know more about follow-up care after they are discharged,"DISCHARGE AFTER, FOLLOW-UP CARE, MORE KNOW WANT","/DISCHARGE AFTER, FOLLOW-UP CARE, MORE KNOW WANT/*.npy"
1320,I want to know more about managing their symptoms at night,"NIGHT MANAGE SYMPTOMS THEIR, MORE KNOW WANT","/NIGHT MANAGE SYMPTOMS THEIR, MORE KNOW WANT/*.npy"
1321,I want to know more about the therapy options,"THERAPY OPTIONS, MORE KNOW WANT","/THERAPY OPTIONS, MORE KNOW WANT/*.npy"
1322,I want to learn how to manage their care,"CARE THEIR MANAGE, HOW LEARN WANT","/CARE THEIR MANAGE, HOW LEARN WANT/*.npy"
1323,I want to learn more about the procedure risks,PROCEDURE RISKS LEARN MORE WANT I,/PROCEDURE RISKS LEARN MORE WANT I/*.npy
1324,i want to make sure they're comfortable can I bring personal items from home?,"COMFORTABLE MAKE SURE WANT, PERSONAL ITEMS FROM HOME BRING CAN?","/COMFORTABLE MAKE SURE WANT, PERSONAL ITEMS FROM HOME BRING CAN?/*.npy"
